epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
132,222851,1.22193,1.16013,0.84719,1.2779,0.74613,0.80412,0.84486,0.48919,0.74256,0.80111,0.82711,0.41714,1.40639,1.10778,0.9436,1.43105,0.00760314,0.00760314,0.00760314
133,224731,1.21587,1.15452,0.83127,1.2735,0.7502,0.81793,0.85315,0.50276,0.72999,0.81944,0.83159,0.42194,1.38867,1.08505,0.92642,1.41095,0.00756976,0.00756976,0.00756976
134,226470,1.2149,1.1405,0.82921,1.27696,0.74479,0.83142,0.85884,0.50396,0.73452,0.821,0.83586,0.42071,1.40173,1.08747,0.9227,1.426,0.00753621,0.00753621,0.00753621
135,228236,1.20698,1.13198,0.8372,1.26248,0.75147,0.81067,0.85587,0.50178,0.74216,0.80185,0.83064,0.42721,1.39415,1.09021,0.91796,1.41412,0.00750252,0.00750252,0.00750252
136,230356,1.20687,1.13988,0.82961,1.26977,0.75706,0.81287,0.8542,0.5048,0.74691,0.81027,0.83231,0.42424,1.39372,1.08771,0.92979,1.41347,0.00746868,0.00746868,0.00746868
137,232218,1.20292,1.14165,0.82127,1.2629,0.74683,0.82424,0.84803,0.50074,0.74218,0.8093,0.82623,0.4254,1.40789,1.09945,0.92245,1.42278,0.00743468,0.00743468,0.00743468
138,234184,1.20683,1.10764,0.81698,1.2653,0.75581,0.80899,0.85163,0.50113,0.74682,0.80098,0.82654,0.419,1.3978,1.08475,0.91637,1.41419,0.00740054,0.00740054,0.00740054
139,235745,1.18699,1.12313,0.82805,1.26047,0.74043,0.81281,0.84885,0.50493,0.73155,0.8048,0.8238,0.42258,1.39226,1.0981,0.92633,1.41362,0.00736625,0.00736625,0.00736625
140,237674,1.20446,1.15133,0.82528,1.27465,0.74966,0.81368,0.85468,0.50713,0.73717,0.80176,0.8284,0.42546,1.38226,1.10075,0.92255,1.40154,0.00733182,0.00733182,0.00733182
141,239199,1.19145,1.13945,0.82134,1.25445,0.74192,0.81912,0.8588,0.51075,0.73326,0.811,0.83567,0.42695,1.36696,1.08551,0.92665,1.38731,0.00729725,0.00729725,0.00729725
142,240881,1.18924,1.13075,0.82125,1.25575,0.75513,0.80116,0.8565,0.5129,0.74454,0.79403,0.83028,0.42927,1.3679,1.09148,0.91968,1.3908,0.00726254,0.00726254,0.00726254
143,242425,1.20301,1.1103,0.81974,1.26383,0.75146,0.82126,0.85553,0.50638,0.73802,0.81186,0.82953,0.42259,1.36535,1.09543,0.92545,1.404,0.0072277,0.0072277,0.0072277
144,244152,1.19617,1.11364,0.8037,1.25893,0.75109,0.83308,0.86029,0.51417,0.73802,0.8198,0.83588,0.43188,1.36466,1.09075,0.91147,1.39784,0.00719272,0.00719272,0.00719272
145,245998,1.19063,1.12763,0.82016,1.26584,0.75682,0.80296,0.85372,0.51287,0.73883,0.79731,0.82704,0.42935,1.35511,1.08562,0.91271,1.39685,0.00715761,0.00715761,0.00715761
146,247728,1.18118,1.11655,0.79766,1.25763,0.76117,0.80608,0.85434,0.51057,0.7473,0.80023,0.83085,0.43211,1.35631,1.08113,0.91751,1.39328,0.00712237,0.00712237,0.00712237
147,249472,1.19128,1.1471,0.8055,1.25464,0.7557,0.80991,0.85439,0.50987,0.74624,0.80369,0.83138,0.43261,1.35891,1.07192,0.91481,1.4009,0.007087,0.007087,0.007087
148,251087,1.18782,1.11939,0.80828,1.25678,0.76539,0.81711,0.861,0.51705,0.75775,0.81366,0.84145,0.43543,1.3487,1.05921,0.90644,1.38486,0.0070515,0.0070515,0.0070515
149,252838,1.16638,1.10971,0.81184,1.24994,0.75746,0.81066,0.85908,0.51598,0.75055,0.80395,0.84098,0.44188,1.34651,1.05975,0.90954,1.38981,0.00701588,0.00701588,0.00701588
150,254628,1.19061,1.11938,0.81346,1.25233,0.75515,0.80074,0.8541,0.51278,0.73876,0.79028,0.82998,0.43511,1.34169,1.0724,0.91508,1.38889,0.00698014,0.00698014,0.00698014
151,256356,1.1829,1.10784,0.80356,1.25165,0.74824,0.81323,0.86014,0.51965,0.73867,0.80027,0.84011,0.44303,1.3423,1.07505,0.90293,1.38155,0.00694428,0.00694428,0.00694428
152,257934,1.17314,1.1279,0.80201,1.25398,0.72788,0.82971,0.85893,0.52546,0.71542,0.81752,0.83341,0.44315,1.33257,1.05912,0.90184,1.37998,0.00690831,0.00690831,0.00690831
153,259555,1.1795,1.1226,0.78975,1.24718,0.76326,0.81302,0.86175,0.52749,0.75643,0.80636,0.8458,0.44741,1.32237,1.05693,0.89446,1.37773,0.00687222,0.00687222,0.00687222
154,261334,1.17674,1.11565,0.80158,1.25952,0.7424,0.83193,0.86639,0.52891,0.7464,0.81835,0.84671,0.44625,1.32181,1.07108,0.89333,1.38042,0.00683601,0.00683601,0.00683601
155,263188,1.18222,1.10029,0.80403,1.25269,0.75629,0.81598,0.85674,0.52233,0.74572,0.80361,0.83499,0.43902,1.32638,1.07674,0.8941,1.3808,0.0067997,0.0067997,0.0067997
156,264860,1.15574,1.13956,0.79475,1.25236,0.76424,0.80754,0.86297,0.5295,0.75937,0.80128,0.84594,0.44986,1.32234,1.06036,0.88994,1.3756,0.00676328,0.00676328,0.00676328
157,266642,1.17932,1.11452,0.80991,1.24888,0.77466,0.79398,0.86228,0.52899,0.76309,0.79451,0.84683,0.44537,1.3165,1.05837,0.88999,1.36583,0.00672675,0.00672675,0.00672675
158,268266,1.16707,1.10421,0.78833,1.24486,0.77097,0.79519,0.8663,0.53099,0.75946,0.78207,0.83982,0.44617,1.31821,1.05469,0.88044,1.36466,0.00669012,0.00669012,0.00669012
159,269920,1.15745,1.11327,0.79558,1.23847,0.75687,0.7969,0.86164,0.52999,0.74676,0.79022,0.84656,0.44846,1.30956,1.04353,0.88348,1.35578,0.00665339,0.00665339,0.00665339
160,271532,1.18249,1.09439,0.80709,1.24976,0.77019,0.80195,0.86663,0.53275,0.75443,0.80682,0.84821,0.45057,1.30412,1.04287,0.87691,1.35416,0.00661656,0.00661656,0.00661656
161,273208,1.14892,1.09112,0.77355,1.24052,0.77245,0.8147,0.87085,0.54112,0.76478,0.8073,0.85364,0.45771,1.2909,1.03614,0.87017,1.34623,0.00657963,0.00657963,0.00657963
162,275093,1.16036,1.08402,0.78336,1.23906,0.75619,0.81668,0.87095,0.53779,0.74577,0.80854,0.85188,0.45513,1.29332,1.03958,0.8693,1.35141,0.00654261,0.00654261,0.00654261
163,276921,1.16968,1.1117,0.7927,1.24642,0.75918,0.81973,0.8714,0.53854,0.745,0.80592,0.84628,0.45286,1.29577,1.03539,0.87207,1.35306,0.0065055,0.0065055,0.0065055
164,278526,1.16516,1.07833,0.78055,1.23717,0.76609,0.82203,0.86923,0.54199,0.75277,0.8109,0.8472,0.45531,1.29001,1.03274,0.86826,1.34751,0.0064683,0.0064683,0.0064683
165,280071,1.15044,1.10231,0.79008,1.23734,0.77286,0.82344,0.86853,0.54133,0.75656,0.81768,0.84873,0.45916,1.27667,1.03272,0.86806,1.34559,0.00643101,0.00643101,0.00643101
166,281751,1.16492,1.09242,0.77702,1.23574,0.7662,0.80959,0.86911,0.54273,0.75592,0.80646,0.85178,0.4578,1.27062,1.03537,0.8661,1.34231,0.00639363,0.00639363,0.00639363
167,283291,1.15624,1.1099,0.7856,1.23709,0.77906,0.81594,0.87127,0.54842,0.76643,0.81444,0.85151,0.45976,1.26397,1.04259,0.86439,1.33905,0.00635617,0.00635617,0.00635617
168,284954,1.15103,1.08511,0.77985,1.23644,0.78015,0.82092,0.87776,0.55246,0.76843,0.81171,0.85522,0.46453,1.26026,1.03898,0.858,1.33331,0.00631863,0.00631863,0.00631863
169,286745,1.14884,1.09741,0.77476,1.23916,0.77985,0.82331,0.88078,0.55262,0.76463,0.81134,0.85139,0.46291,1.26509,1.03791,0.84938,1.33242,0.00628101,0.00628101,0.00628101
170,288555,1.14137,1.08522,0.77739,1.22352,0.77122,0.82799,0.8767,0.55165,0.76348,0.82112,0.86081,0.4664,1.25971,1.03146,0.84286,1.32794,0.00624332,0.00624332,0.00624332
171,290132,1.1464,1.08703,0.76914,1.23008,0.76814,0.83684,0.88132,0.55564,0.76256,0.83213,0.86287,0.46413,1.2558,1.02612,0.84016,1.32835,0.00620555,0.00620555,0.00620555
172,291755,1.14637,1.08969,0.77586,1.22577,0.77491,0.82147,0.87845,0.55508,0.7688,0.81392,0.85921,0.46241,1.25439,1.03089,0.84623,1.32724,0.00616772,0.00616772,0.00616772
173,293387,1.13753,1.06861,0.7555,1.22689,0.7491,0.84399,0.87959,0.5578,0.7422,0.83176,0.86136,0.46671,1.24927,1.02913,0.84199,1.32295,0.00612981,0.00612981,0.00612981
174,295053,1.14345,1.07025,0.77154,1.22697,0.77028,0.83155,0.88038,0.55765,0.76101,0.8254,0.86556,0.46769,1.24246,1.02182,0.84752,1.31883,0.00609184,0.00609184,0.00609184
175,296785,1.14577,1.06801,0.77076,1.2284,0.76083,0.83079,0.88111,0.55946,0.75555,0.82839,0.8679,0.4689,1.24681,1.01989,0.84551,1.3164,0.0060538,0.0060538,0.0060538
176,298754,1.1357,1.07629,0.77602,1.22714,0.757,0.84593,0.88107,0.56273,0.74829,0.8373,0.863,0.47036,1.23854,1.02095,0.84527,1.31452,0.0060157,0.0060157,0.0060157
177,300491,1.12152,1.06194,0.76707,1.21689,0.75725,0.83921,0.87726,0.56297,0.74317,0.82832,0.85454,0.46965,1.24028,1.02097,0.84994,1.31987,0.00597754,0.00597754,0.00597754
178,302232,1.12933,1.04499,0.76285,1.23452,0.77566,0.82191,0.88258,0.56333,0.76395,0.81514,0.86109,0.46975,1.23688,1.0143,0.84233,1.32262,0.00593932,0.00593932,0.00593932
179,304048,1.12813,1.0641,0.76147,1.22382,0.77049,0.82533,0.88152,0.56675,0.7622,0.81925,0.86339,0.47488,1.22919,1.01099,0.83501,1.32015,0.00590105,0.00590105,0.00590105
180,305684,1.11775,1.09003,0.7637,1.2168,0.77195,0.83019,0.88151,0.56411,0.76298,0.823,0.86404,0.47675,1.22764,1.00806,0.83829,1.31694,0.00586272,0.00586272,0.00586272
181,307357,1.12432,1.06794,0.75455,1.21419,0.77373,0.82262,0.87948,0.5637,0.75946,0.82131,0.85888,0.47683,1.2224,1.00645,0.83748,1.30785,0.00582435,0.00582435,0.00582435
182,309104,1.13696,1.07105,0.75885,1.22284,0.78615,0.8162,0.87947,0.56527,0.77673,0.80513,0.85884,0.47718,1.23024,1.01407,0.83497,1.3092,0.00578593,0.00578593,0.00578593
183,310859,1.1238,1.05962,0.75313,1.21159,0.77334,0.82468,0.88628,0.56954,0.766,0.81205,0.86643,0.48228,1.2251,1.01473,0.83432,1.30953,0.00574746,0.00574746,0.00574746
184,312577,1.11384,1.06498,0.74663,1.2151,0.76992,0.83682,0.88427,0.57118,0.75977,0.83067,0.86327,0.47984,1.22058,1.00932,0.83239,1.30835,0.00570895,0.00570895,0.00570895
185,314160,1.12798,1.06169,0.75019,1.21007,0.76409,0.83474,0.88382,0.56839,0.75735,0.82611,0.86327,0.485,1.23225,1.00955,0.82451,1.31615,0.0056704,0.0056704,0.0056704
186,315921,1.11705,1.07005,0.7452,1.21085,0.76737,0.8436,0.88607,0.56982,0.76182,0.83806,0.87021,0.48191,1.21879,0.99889,0.82257,1.30383,0.00563181,0.00563181,0.00563181
187,317642,1.10202,1.07883,0.74814,1.20796,0.76621,0.83134,0.87881,0.56833,0.75669,0.82259,0.85936,0.47927,1.21315,0.99349,0.82986,1.29708,0.00559318,0.00559318,0.00559318
188,319399,1.10472,1.06326,0.74699,1.21077,0.76889,0.83368,0.88365,0.5679,0.76428,0.82664,0.86638,0.48033,1.21013,0.99276,0.8264,1.29512,0.00555453,0.00555453,0.00555453
189,321109,1.10074,1.06778,0.74437,1.20989,0.76995,0.84705,0.88777,0.57119,0.76275,0.84188,0.87109,0.48394,1.20976,0.99513,0.82141,1.29738,0.00551584,0.00551584,0.00551584
190,322889,1.09682,1.07135,0.74641,1.1975,0.77389,0.84082,0.89091,0.57375,0.76545,0.83478,0.8731,0.48658,1.201,0.98574,0.82313,1.28847,0.00547712,0.00547712,0.00547712
191,324502,1.09701,1.06564,0.74359,1.1998,0.77348,0.84265,0.89241,0.5781,0.76579,0.83856,0.87744,0.48727,1.19264,0.98523,0.82103,1.27809,0.00543837,0.00543837,0.00543837
192,326397,1.11994,1.04828,0.75238,1.20792,0.77071,0.84637,0.89287,0.58093,0.76077,0.83809,0.87639,0.49447,1.18741,0.98551,0.81575,1.2742,0.0053996,0.0053996,0.0053996
193,328106,1.09475,1.07389,0.74145,1.19966,0.77774,0.83489,0.8947,0.5805,0.75297,0.84286,0.87559,0.49255,1.18831,0.9874,0.81839,1.27596,0.00536081,0.00536081,0.00536081
194,329768,1.10154,1.04827,0.74376,1.21041,0.77728,0.82914,0.89203,0.58037,0.76875,0.82114,0.87503,0.49169,1.18855,0.98704,0.81771,1.27485,0.005322,0.005322,0.005322
195,331180,1.10002,1.0381,0.74183,1.2014,0.77655,0.82896,0.89031,0.57848,0.768,0.82098,0.87422,0.49289,1.19277,0.98549,0.81627,1.28192,0.00528318,0.00528318,0.00528318
196,333082,1.10988,1.04463,0.73676,1.20119,0.76869,0.83898,0.89186,0.58192,0.75883,0.83236,0.87203,0.49228,1.18998,0.98346,0.8095,1.28031,0.00524434,0.00524434,0.00524434
197,334865,1.07756,1.05798,0.73323,1.19527,0.77588,0.83523,0.89286,0.58572,0.76441,0.83008,0.87406,0.4939,1.18095,0.98028,0.80684,1.27598,0.00520548,0.00520548,0.00520548
198,336613,1.07551,1.05028,0.72855,1.19687,0.79195,0.83184,0.89764,0.58957,0.77349,0.82641,0.8789,0.49742,1.17557,0.97068,0.79966,1.26867,0.00516662,0.00516662,0.00516662
199,338399,1.08712,1.04224,0.72509,1.19604,0.78642,0.83174,0.89808,0.58977,0.77452,0.82407,0.88158,0.49831,1.17583,0.96561,0.79716,1.26893,0.00512775,0.00512775,0.00512775
200,340269,1.07476,1.05466,0.72101,1.19428,0.77637,0.85083,0.90163,0.59313,0.77136,0.84773,0.89083,0.50544,1.16694,0.95499,0.79435,1.26788,0.00508888,0.00508888,0.00508888
201,342203,1.09477,1.0452,0.72749,1.20419,0.77188,0.85935,0.90133,0.59532,0.76083,0.84943,0.88224,0.50583,1.15789,0.95347,0.79095,1.26486,0.00505,0.00505,0.00505
202,344185,1.0856,1.02255,0.72775,1.19485,0.78,0.85894,0.90064,0.59565,0.77191,0.85086,0.88744,0.50805,1.15645,0.94763,0.78945,1.2617,0.00501112,0.00501112,0.00501112
203,345805,1.08314,1.03349,0.71613,1.19291,0.7789,0.84933,0.89788,0.59623,0.7768,0.84106,0.88934,0.50869,1.14971,0.9403,0.78999,1.26022,0.00497225,0.00497225,0.00497225
204,347476,1.07906,1.02237,0.72086,1.19306,0.78871,0.84065,0.90006,0.6001,0.78415,0.83509,0.89262,0.51059,1.14645,0.93943,0.78261,1.25521,0.00493338,0.00493338,0.00493338
205,349148,1.07532,1.03645,0.70485,1.18555,0.77872,0.84908,0.89951,0.59912,0.77321,0.84236,0.89299,0.50885,1.14413,0.9333,0.77718,1.25381,0.00489452,0.00489452,0.00489452
206,350841,1.07848,1.03073,0.72168,1.19165,0.77925,0.83492,0.89958,0.60172,0.77598,0.82565,0.88826,0.50811,1.13523,0.94431,0.77537,1.24693,0.00485566,0.00485566,0.00485566
207,352664,1.05481,1.01734,0.72558,1.19173,0.78688,0.83865,0.89884,0.60462,0.79353,0.81775,0.88689,0.50847,1.13107,0.94246,0.77533,1.24609,0.00481682,0.00481682,0.00481682
208,354494,1.08038,1.02326,0.71084,1.19397,0.78768,0.84772,0.90054,0.60417,0.7794,0.84466,0.89058,0.51014,1.12588,0.94308,0.77752,1.24228,0.004778,0.004778,0.004778
209,356134,1.06735,1.01047,0.71138,1.18735,0.77477,0.85618,0.90127,0.60748,0.7726,0.84463,0.8863,0.5111,1.12425,0.93978,0.77579,1.23947,0.00473919,0.00473919,0.00473919
210,357942,1.08673,1.03106,0.71897,1.18707,0.77278,0.85779,0.90106,0.60678,0.76923,0.85268,0.89135,0.51216,1.12753,0.93887,0.7733,1.24021,0.0047004,0.0047004,0.0047004
211,359826,1.07086,1.0242,0.71097,1.1817,0.77739,0.84916,0.90164,0.60863,0.77223,0.83643,0.89101,0.51378,1.12481,0.93141,0.77025,1.24037,0.00466163,0.00466163,0.00466163
212,361537,1.06595,1.03947,0.71443,1.17996,0.77304,0.85084,0.89978,0.60698,0.7737,0.83954,0.89091,0.51482,1.12447,0.92662,0.76824,1.23956,0.00462288,0.00462288,0.00462288
213,363270,1.04595,1.01534,0.70064,1.17086,0.78119,0.84951,0.90108,0.6063,0.77822,0.84386,0.89024,0.51696,1.12214,0.92126,0.76481,1.23719,0.00458416,0.00458416,0.00458416
214,365062,1.05582,1.02807,0.69422,1.17661,0.77695,0.86737,0.90227,0.61144,0.77465,0.85996,0.89737,0.52169,1.11626,0.91705,0.75864,1.23246,0.00454547,0.00454547,0.00454547
215,366733,1.06293,1.01402,0.70553,1.1767,0.78322,0.85896,0.90428,0.61194,0.78227,0.85832,0.90107,0.52273,1.1125,0.91129,0.75753,1.23144,0.00450682,0.00450682,0.00450682
216,368297,1.04087,1.01993,0.69189,1.1703,0.78054,0.86269,0.90384,0.61563,0.77644,0.85584,0.8945,0.52592,1.10644,0.91478,0.75935,1.22952,0.00446819,0.00446819,0.00446819
217,370133,1.05253,1.02779,0.70815,1.1781,0.77878,0.86147,0.90585,0.61904,0.77432,0.84766,0.89632,0.52631,1.10164,0.91548,0.75479,1.22593,0.0044296,0.0044296,0.0044296
218,371849,1.04047,1.00804,0.68981,1.16583,0.78628,0.8544,0.907,0.61828,0.78409,0.85066,0.90112,0.52957,1.10246,0.9143,0.74781,1.22653,0.00439105,0.00439105,0.00439105
219,373170,1.06273,1.00767,0.70069,1.17687,0.79019,0.85284,0.90741,0.62138,0.78693,0.84981,0.90044,0.53048,1.09571,0.91159,0.74484,1.22219,0.00435254,0.00435254,0.00435254
220,374561,1.0543,1.00767,0.70292,1.17385,0.79464,0.843,0.91007,0.62309,0.79505,0.84355,0.90428,0.53361,1.09505,0.90984,0.74289,1.22143,0.00431407,0.00431407,0.00431407
221,376171,1.0404,1.00263,0.69925,1.15974,0.79848,0.85036,0.91069,0.62447,0.79895,0.84725,0.90617,0.53275,1.09126,0.91034,0.74234,1.22095,0.00427565,0.00427565,0.00427565
222,377889,1.03281,1.00436,0.69078,1.16965,0.79459,0.86116,0.9101,0.62692,0.80066,0.84762,0.90841,0.53684,1.08342,0.90653,0.74204,1.21572,0.00423728,0.00423728,0.00423728
223,379530,1.04159,1.02068,0.69584,1.1643,0.79345,0.85919,0.91171,0.62755,0.79412,0.85688,0.91185,0.5366,1.07817,0.90425,0.74168,1.2099,0.00419895,0.00419895,0.00419895
224,381435,1.01986,0.98995,0.6717,1.15383,0.79163,0.8585,0.91295,0.63162,0.79665,0.85352,0.90944,0.53953,1.07277,0.90482,0.73697,1.2069,0.00416068,0.00416068,0.00416068
225,383229,1.0441,0.98902,0.69287,1.1632,0.79616,0.8594,0.91251,0.63286,0.80225,0.84776,0.909,0.53979,1.06535,0.90097,0.73512,1.20455,0.00412246,0.00412246,0.00412246
226,384896,1.0392,1.00487,0.69388,1.16607,0.79635,0.86414,0.91419,0.63553,0.80117,0.85706,0.91203,0.54293,1.06262,0.90117,0.73162,1.20307,0.0040843,0.0040843,0.0040843
227,386665,1.01949,1.00131,0.67653,1.16387,0.80113,0.86271,0.91501,0.6366,0.79785,0.85895,0.91049,0.54298,1.05929,0.9044,0.73209,1.20095,0.0040462,0.0040462,0.0040462
228,388195,1.02433,0.9853,0.68111,1.15251,0.78954,0.87624,0.91456,0.63739,0.78555,0.86957,0.90567,0.53978,1.05586,0.90595,0.7315,1.19851,0.00400816,0.00400816,0.00400816
229,389820,1.02233,1.00997,0.68493,1.16167,0.79802,0.87652,0.91531,0.63613,0.79281,0.86897,0.90496,0.54184,1.05568,0.90053,0.72949,1.19841,0.00397019,0.00397019,0.00397019
230,391544,1.031,0.99968,0.68855,1.16568,0.80704,0.8739,0.91759,0.63876,0.80232,0.86372,0.90818,0.54227,1.05386,0.89807,0.7255,1.19853,0.00393228,0.00393228,0.00393228
231,393088,1.02028,0.99257,0.68533,1.15631,0.80984,0.86996,0.91889,0.64202,0.8124,0.85618,0.90973,0.54634,1.05119,0.8938,0.72408,1.19485,0.00389445,0.00389445,0.00389445
232,394968,1.03475,0.98961,0.68363,1.16609,0.79972,0.87223,0.91864,0.64357,0.80248,0.85651,0.91258,0.54779,1.0491,0.89037,0.71907,1.19244,0.00385668,0.00385668,0.00385668
233,396708,1.01539,0.99655,0.68281,1.15433,0.80936,0.86001,0.92048,0.64521,0.80844,0.85316,0.91198,0.55107,1.04568,0.88558,0.71573,1.19107,0.00381899,0.00381899,0.00381899
234,398384,1.00802,0.97618,0.66906,1.1505,0.8094,0.8648,0.9208,0.64625,0.80876,0.856,0.91578,0.55048,1.04424,0.88335,0.71548,1.1912,0.00378137,0.00378137,0.00378137
235,399972,1.01345,0.99937,0.66571,1.15005,0.80054,0.87153,0.92024,0.64611,0.80054,0.86201,0.91478,0.54928,1.04302,0.88055,0.71176,1.19034,0.00374383,0.00374383,0.00374383
236,401721,1.01099,0.98076,0.66647,1.14893,0.80759,0.86963,0.92029,0.64672,0.80753,0.86672,0.91691,0.54995,1.04254,0.87615,0.71063,1.1894,0.00370637,0.00370637,0.00370637
237,403714,1.00845,0.96692,0.67351,1.14518,0.80594,0.87269,0.92193,0.64684,0.81332,0.86671,0.91923,0.55166,1.04239,0.87397,0.7089,1.18812,0.00366899,0.00366899,0.00366899
238,405493,1.01668,0.99846,0.6748,1.15108,0.8061,0.86945,0.92287,0.64707,0.80908,0.86216,0.91624,0.55111,1.0465,0.87446,0.70801,1.18894,0.0036317,0.0036317,0.0036317
239,407047,1.00374,0.99737,0.66914,1.13974,0.80409,0.87642,0.92328,0.6477,0.80424,0.87185,0.9186,0.55327,1.04406,0.87303,0.70479,1.18768,0.0035945,0.0035945,0.0035945
240,408663,1.00606,0.96337,0.66484,1.14804,0.81139,0.87146,0.9237,0.64902,0.81642,0.86319,0.91739,0.55291,1.04384,0.87289,0.70255,1.18842,0.00355739,0.00355739,0.00355739
241,410458,1.01241,1.00033,0.66343,1.14091,0.81085,0.87366,0.92335,0.65102,0.81241,0.86884,0.91747,0.55595,1.04036,0.86995,0.70175,1.18766,0.00352037,0.00352037,0.00352037
242,412120,1.00821,0.96805,0.6594,1.14693,0.81081,0.8694,0.92275,0.65077,0.82053,0.86144,0.91924,0.5564,1.03656,0.86615,0.69956,1.18648,0.00348344,0.00348344,0.00348344
243,413972,0.99543,0.94624,0.66173,1.13824,0.81948,0.86499,0.9232,0.65276,0.82364,0.85942,0.92107,0.55789,1.03257,0.8631,0.69829,1.18255,0.00344661,0.00344661,0.00344661
244,415614,0.99486,0.98197,0.65426,1.13031,0.82416,0.86467,0.92444,0.6557,0.82768,0.86345,0.92175,0.55997,1.02971,0.85864,0.69552,1.17831,0.00340988,0.00340988,0.00340988
245,417312,0.98867,0.97684,0.656,1.13418,0.82625,0.86319,0.92692,0.65804,0.82897,0.85887,0.9239,0.56144,1.02693,0.85396,0.6928,1.17508,0.00337325,0.00337325,0.00337325
246,418983,0.99192,0.9642,0.65819,1.13526,0.81705,0.87042,0.92637,0.65945,0.82904,0.85388,0.92261,0.56288,1.02269,0.8504,0.6895,1.17239,0.00333672,0.00333672,0.00333672
247,420808,0.99046,0.9577,0.6553,1.1307,0.81886,0.87074,0.92589,0.65964,0.8243,0.86647,0.92308,0.56252,1.01992,0.84791,0.68588,1.17058,0.0033003,0.0033003,0.0033003
248,422416,0.97807,0.96613,0.65621,1.13303,0.8219,0.87351,0.9261,0.66197,0.82269,0.87472,0.9248,0.56412,1.01649,0.84787,0.68458,1.16951,0.00326399,0.00326399,0.00326399
249,424191,0.99771,0.97328,0.66627,1.13003,0.82329,0.86745,0.92614,0.66231,0.82328,0.86645,0.92382,0.56554,1.01382,0.84741,0.68336,1.16712,0.00322778,0.00322778,0.00322778
250,425862,0.98488,0.95073,0.65223,1.13143,0.81188,0.88045,0.92671,0.66393,0.81217,0.87949,0.92457,0.56636,1.01096,0.84515,0.68088,1.16448,0.00319169,0.00319169,0.00319169
251,427535,0.97477,0.96003,0.64758,1.12492,0.80723,0.88282,0.92812,0.66609,0.80921,0.88014,0.9247,0.56816,1.00658,0.84396,0.67755,1.16071,0.00315572,0.00315572,0.00315572
252,429466,0.97238,0.94912,0.65085,1.13058,0.81194,0.87899,0.92895,0.66872,0.81214,0.87763,0.92569,0.57124,1.00357,0.84057,0.67626,1.15834,0.00311986,0.00311986,0.00311986
253,431410,0.9799,0.94756,0.64644,1.13323,0.81631,0.87576,0.9286,0.66976,0.81511,0.87481,0.9258,0.57244,1.00017,0.83856,0.67596,1.15626,0.00308412,0.00308412,0.00308412
254,433179,0.96524,0.96158,0.6412,1.12159,0.81834,0.87705,0.92868,0.67048,0.82563,0.86308,0.92673,0.57389,0.99716,0.8362,0.67492,1.15534,0.0030485,0.0030485,0.0030485
255,434998,0.96729,0.95743,0.64742,1.12564,0.80813,0.88715,0.92826,0.67153,0.80862,0.88448,0.92661,0.5752,0.99057,0.83445,0.67419,1.15243,0.003013,0.003013,0.003013
256,436955,0.96876,0.95134,0.64074,1.12543,0.8056,0.89217,0.9296,0.67308,0.81008,0.88914,0.92806,0.57697,0.98713,0.83236,0.67307,1.15117,0.00297763,0.00297763,0.00297763
257,438648,0.9609,0.9238,0.63929,1.12153,0.81346,0.88999,0.93023,0.67566,0.8186,0.87864,0.92717,0.57865,0.98415,0.83127,0.67046,1.15064,0.00294239,0.00294239,0.00294239
258,440600,0.96149,0.938,0.63699,1.11799,0.81994,0.88168,0.93091,0.6773,0.8205,0.87848,0.92935,0.57986,0.98016,0.82828,0.66806,1.14968,0.00290728,0.00290728,0.00290728
259,442290,0.95273,0.93597,0.62778,1.12223,0.81494,0.88288,0.92972,0.67782,0.81541,0.88382,0.92923,0.58062,0.97717,0.82555,0.6668,1.14805,0.0028723,0.0028723,0.0028723
260,443871,0.95279,0.93899,0.6427,1.1216,0.81134,0.88898,0.93052,0.68057,0.8116,0.8886,0.92925,0.58068,0.9734,0.822,0.6658,1.14495,0.00283746,0.00283746,0.00283746
261,445824,0.96141,0.94764,0.63416,1.11626,0.8066,0.89513,0.93078,0.68185,0.81334,0.88867,0.93,0.58027,0.9701,0.81927,0.66266,1.14119,0.00280275,0.00280275,0.00280275
262,447563,0.95403,0.93841,0.63651,1.11405,0.81208,0.8901,0.93103,0.68205,0.81808,0.88459,0.93272,0.58259,0.96756,0.81561,0.65943,1.13899,0.00276818,0.00276818,0.00276818
263,449218,0.94963,0.94899,0.63688,1.11326,0.81676,0.88342,0.93224,0.68517,0.82275,0.88015,0.93306,0.58323,0.96379,0.81507,0.65608,1.13633,0.00273375,0.00273375,0.00273375
264,451031,0.96126,0.95064,0.64456,1.11856,0.81943,0.88135,0.93227,0.68595,0.82597,0.88101,0.93414,0.58681,0.95969,0.81194,0.65385,1.13376,0.00269946,0.00269946,0.00269946
265,452658,0.95019,0.93243,0.63259,1.11538,0.81857,0.87704,0.93222,0.68937,0.82904,0.87796,0.93515,0.59034,0.95324,0.80957,0.65194,1.13011,0.00266532,0.00266532,0.00266532
